!,10,0,3
!,11,0,3
!,12,0,3
!,13,0,3
!,14,0,3
!,15,1,2
!,16,1,3
!,17,1,3
!,18,1,3
!,19,1,3
!,20,1,4
Y,15,7,1
Y,16,6,3
Y,17,7,2
Y,18,7,3
Y,19,8,2
Y,20,8,3
Z,10,5,1
Z,11,5,1
Z,12,5,1
Z,13,5,2
Z,14,6,1
Z,15,6,2
Z,16,7,1
Z,17,7,2
Z,18,8,1
Z,19,8,2
Z,20,9,1
[,10,2,0
[,11,2,0
[,12,2,0
[,13,2,1
[,14,1,2
[,15,1,2
[,16,1,3
[,17,1,3
[,18,2,2
[,19,2,2
[,20,2,3
\,10,4,1
\,11,4,1
\,12,4,1
\,13,3,3
\,14,4,2
\,15,4,3
\,16,5,2
\,17,5,3
\,18,6,2
\,19,6,3
\,20,6,3
],10,1,2
],11,1,2
],12,1,2
],13,2,1
],14,2,1
],15,2,1
],16,2,2
],17,2,2
],18,2,2
],19,3,1
],20,3,2
^,10,-246913578,246913578
^,11,-246913578,246913578
^,12,-246913578,246913578
^,13,-246913578,246913578
^,14,-246913578,246913578
^,15,-246913578,246913578
^,16,-246913578,246913578
^,17,-246913578,246913578
^,18,-246913578,246913578
^,19,-246913578,246913578
^,20,-246913578,246913578
_,10,3,3
_,11,3,3
_,12,3,3
_,13,5,1
_,14,5,1
_,15,6,0
_,16,6,1
_,17,6,2
_,18,7,1
_,19,7,2
_,20,8,1
`,10,1,2
`,11,1,2
`,12,1,2
`,13,1,3
`,14,0,4
`,15,0,4
`,16,0,4
`,17,1,4
`,18,1,4
`,19,1,4
`,20,1,4
a,10,4,1
a,11,4,1
a,12,4,1
a,13,4,2
a,14,5,1
a,15,6,1
a,16,6,1
a,17,6,2
a,18,7,1
a,19,6,3
a,20,7,2
b,10,4,1
b,11,4,1
b,12,4,1
b,13,5,1
b,14,5,1
b,15,5,2
b,16,6,1
b,17,5,3
b,18,6,2
b,19,6,3
b,20,7,2
c,10,4,1
c,11,4,1
c,12,4,1
c,13,4,1
c,14,4,2
c,15,5,1
c,16,5,2
c,17,6,1
c,18,6,1
c,19,6,2
c,20,7,1
d,10,4,1
d,11,4,1
d,12,4,1
d,13,4,2
d,14,5,1
d,15,5,2
d,16,6,1
d,17,6,2
d,18,7,1
d,19,7,2
d,20,7,2
e,10,4,1
e,11,4,1
e,12,4,1
e,13,5,1
e,14,5,1
e,15,5,2
e,16,6,1
e,17,6,2
e,18,7,1
e,19,6,3
e,20,6,3
f,10,2,1
f,11,2,1
f,12,2,1
f,13,2,1
f,14,2,1
f,15,2,1
f,16,2,2
f,17,3,0
f,18,3,1
f,19,3,1
f,20,3,2
g,10,4,1
g,11,4,1
g,12,4,1
g,13,4,2
g,14,5,1
g,15,5,2
g,16,6,1
g,17,6,2
g,18,7,1
g,19,7,2
g,20,6,3
h,10,4,1
h,11,4,1
h,12,4,1
h,13,4,2
h,14,5,1
h,15,5,2
h,16,4,3
h,17,5,3
h,18,6,2
h,19,6,3
h,20,6,3
i,10,1,1
i,11,1,1
i,12,1,1
i,13,1,1
i,14,0,3
i,15,0,3
i,16,0,3
i,17,0,3
i,18,1,2
i,19,1,2
i,20,1,3
j,10,1,1
j,11,1,1
j,12,1,1
j,13,1,1
j,14,1,2
j,15,1,2
j,16,1,2
j,17,1,2
j,18,2,1
j,19,2,1
j,20,2,2
k,10,4,1
k,11,4,1
k,12,4,1
k,13,4,1
k,14,4,3
k,15,5,1
k,16,4,3
k,17,5,2
k,18,5,2
k,19,5,3
k,20,6,2
l,10,1,1
l,11,1,1
l,12,1,1
l,13,1,1
l,14,0,3
l,15,0,3
l,16,0,3
l,17,0,3
l,18,1,2
l,19,1,2
l,20,1,3
m,10,7,1
m,11,7,1
m,12,7,1
m,13,7,2
m,14,8,2
m,15,8,2
m,16,8,3
m,17,9,3
m,18,10,2
m,19,10,3
m,20,11,3
n,10,4,1
n,11,4,1
n,12,4,1
n,13,4,2
n,14,5,1
n,15,5,2
n,16,4,3
n,17,5,3
n,18,6,2
n,19,6,3
n,20,6,3
o,10,4,1
o,11,4,1
o,12,4,1
o,13,5,1
o,14,5,1
o,15,5,2
o,16,6,1
o,17,6,2
o,18,7,1
o,19,7,2
o,20,8,1
p,10,4,1
p,11,4,1
p,12,4,1
p,13,5,1
p,14,5,1
p,15,5,2
p,16,6,1
p,17,5,3
p,18,6,2
p,19,6,3
p,20,7,2
q,10,4,1
q,11,4,1
q,12,4,1
q,13,4,2
q,14,5,1
q,15,5,2
q,16,6,1
q,17,6,2
q,18,7,1
q,19,7,2
q,20,7,2
r,10,1,2
r,11,1,2
r,12,1,2
r,13,2,2
r,14,2,2
r,15,2,2
r,16,2,2
r,17,3,2
r,18,3,2
r,19,3,2
r,20,3,2
s,10,4,1
s,11,4,1
s,12,4,1
s,13,4,1
s,14,4,2
s,15,4,2
s,16,4,3
s,17,4,3
s,18,5,2
s,19,5,3
s,20,6,2
t,10,2,1
t,11,2,1
t,12,2,1
t,13,2,1
t,14,2,1
t,15,2,1
t,16,2,2
t,17,3,1
t,18,3,1
t,19,3,1
t,20,3,2
u,10,3,2
u,11,3,2
u,12,3,2
u,13,3,3
u,14,4,2
u,15,4,3
u,16,5,2
u,17,5,3
u,18,6,2
u,19,6,3
u,20,6,3
v,10,4,1
v,11,4,1
v,12,4,1
v,13,4,1
v,14,4,2
v,15,5,1
v,16,5,2
v,17,6,1
v,18,6,1
v,19,6,2
v,20,7,1
w,10,6,1
w,11,6,1
w,12,6,1
w,13,6,2
w,14,7,1
w,15,8,1
w,16,8,1
w,17,9,1
w,18,9,2
w,19,10,1
w,20,11,1
x,10,3,3
x,11,3,3
x,12,3,3
x,13,4,1
x,14,4,2
x,15,5,1
x,16,5,2
x,17,5,2
x,18,6,1
x,19,5,3
x,20,6,2
y,10,4,1
y,11,4,1
y,12,4,1
y,13,4,1
y,14,4,2
y,15,5,1
y,16,5,2
y,17,6,1
y,18,6,1
y,19,6,2
y,20,7,1
z,10,4,1
z,11,4,1
z,12,4,1
z,13,4,1
z,14,4,2
z,15,5,1
z,16,5,2
z,17,6,1
z,18,6,1
z,19,6,2
z,20,7,1
{,10,2,1
{,11,2,1
{,12,2,1
{,13,1,3
{,14,1,3
{,15,2,2
{,16,2,2
{,17,2,3
{,18,2,3
{,19,3,2
{,20,3,2
|,10,0,3
|,11,0,3
|,12,0,3
|,13,0,3
|,14,0,3
|,15,0,3
|,16,0,3
|,17,0,4
|,18,0,5
|,19,1,3
|,20,1,3
},10,2,1
},11,2,1
},12,2,1
},13,2,2
},14,2,2
},15,1,3
},16,1,3
},17,2,3
},18,2,3
},19,2,3
},20,2,3
~,10,-246913578,246913578
~,11,-246913578,246913578
~,12,-246913578,246913578
~,13,-246913578,246913578
~,14,-246913578,246913578
~,15,-246913578,246913578
~,16,-246913578,246913578
~,17,-246913578,246913578
~,18,-246913578,246913578
~,19,-246913578,246913578
~,20,-246913578,246913578
